@relation firstset
@attribute XY_correl real
@attribute XZ_correl real
@attribute YZ_correl real
@attribute XY_cross_product_per_window[0] real
@attribute XY_cross_product_per_window[1] real
@attribute XZ_cross_product_per_window[0] real
@attribute XZ_cross_product_per_window[1] real
@attribute YZ_cross_product_per_window[0] real
@attribute YZ_cross_product_per_window[1] real
@attribute XY_cross_product_total real
@attribute XZ_cross_product_total real
@attribute YZ_cross_product_total real
@attribute DC_per_window_z[0] real
@attribute DC_per_window_z[1] real
@attribute DC_total_z real
@attribute Energy_per_window_z[0] real
@attribute Energy_per_window_z[1] real
@attribute Energy_total_z real
@attribute Entropy_per_window_z[0] real
@attribute Entropy_per_window_z[1] real
@attribute Entropy_total_z real
@attribute DC_per_window_y[0] real
@attribute DC_per_window_y[1] real
@attribute DC_total_y real
@attribute Energy_per_window_y[0] real
@attribute Energy_per_window_y[1] real
@attribute Energy_total_y real
@attribute Entropy_per_window_y[0] real
@attribute Entropy_per_window_y[1] real
@attribute Entropy_total_y real
@attribute DC_per_window_x[0] real
@attribute DC_per_window_x[1] real
@attribute DC_total_x real
@attribute Energy_per_window_x[0] real
@attribute Energy_per_window_x[1] real
@attribute Energy_total_x real
@attribute Entropy_per_window_x[0] real
@attribute Entropy_per_window_x[1] real
@attribute Entropy_total_x real
@attribute label {2}

@data
0.18402237756572934, 0.6048719674646447, -0.10127971826338705, -0.006049411876322982, -1.7609339177646508, -0.13769420003183042, 1.224528364960559, -0.48961629378837335, -0.38006680416012, -1.2532193889236376, -0.05354958051888179, -1.4442239019833012, 0.0004044143452990468, 0.0004807292273141321, 0.0005689196914071522, 3.664625416830511, 9.268091174375956, 9.319383016275907, 8.101779353483705, 8.433600055353725, 8.330946089422728, 0.0001593524689117487, 0.001383244109728615, 0.001157930300848578, 2.889461101049, 16.10446226811424, 11.47660103707668, 7.997656637414474, 8.343269773091716, 8.285286873846168, 0.000796531247927628, 0.0004882470492212192, 0.0006023126842556634, 0.33902490374025346, 17.292287350711916, 10.064199307279932, 6.574345325751482, 8.273644629847851, 7.797978852590539, 2
0.05296906700356133, 0.5231130646344296, -0.3455059632258171, 0.12888076598809478, 1.0927793574708322, 0.17304821793007477, 1.2717651867567732, 0.10102588658323422, 0.6217390332073706, 0.4231571960513067, 0.22352646725192624, 0.07632006391480074, 0.0005352311354113642, 0.0018362027467978294, 0.0008479586692194054, 1.5064149566049236, 22.40775385495837, 10.976513174838816, 7.433171988001587, 8.716689696079058, 8.126793781397149, 0.0007748944125501439, 0.000673633505374679, 0.0005816552377256226, 1.6614896496498464, 14.344729002539605, 7.927593588693635, 7.673418290335833, 8.647946784464544, 8.146301709354171, 0.0001202022538394104, 0.0006405525577127052, 0.0004898505693667947, 0.7291144986766561, 11.04635753433081, 12.077438673269207, 7.120629908752409, 8.432659508397407, 8.292295690112645, 2
-0.028860069950417646, 0.6151254685974302, -0.4069686094913868, 0.04631250804203951, -1.1874674792298099, -0.019661601521878933, 1.4874947117765727, -0.08386451402879945, 0.09098202601180808, -0.3152810329725735, -0.44073375483263755, -0.10246843394764008, 0.0011741488759842906, 0.0002662234287025684, 0.0004419108894599081, 1.063564311266596, 13.458908743095765, 9.385997629600919, 7.2792109456744285, 8.493139782431003, 8.027392509864217, 0.0012050455428065307, 0.0005481605740306135, 0.00056893496859745, 0.7850662040509621, 11.983243848396077, 8.190832649030579, 7.050235764273715, 8.216330285937278, 7.726521278925429, 0.0004928628717686647, 5.647382900533902e-05, 0.00021257921031396827, 0.4606625889861038, 17.578226122544756, 9.755347518904546, 6.745693821571152, 8.458400535821117, 7.847584275098027, 2
0.16713523813231088, 0.2847289766626465, -0.2749091850628197, -0.04301396273487378, -0.5492987125347946, 0.04234454332999671, 0.5214797509739206, 0.038753240505545496, -0.48565862581786384, -0.38278482944443065, -0.40181326050547406, 0.08140553258023349, 0.0010612195751953989, 0.0007115285576056661, 0.0008968751390787025, 1.173097941574656, 6.439736510918526, 6.716368946065359, 7.2956699304131085, 8.284073618494153, 8.109450557970257, 0.001051476453604237, 0.0012772750378281178, 0.0008320099439011047, 0.728156523752606, 9.370058500416677, 6.722245770823782, 7.176509909260903, 8.2215182002018, 8.061090421426764, 0.0005276635654058613, 8.277064484795254e-05, 0.0002496546107668981, 1.0403949826822423, 2.6963067660120976, 6.831352949545999, 7.289424387421202, 7.708342906819313, 8.034899525754655, 2
0.388724308741001, 0.6379756969476383, 0.027827479018081483, -2.8001193395789996, -0.534111002796446, 1.3642463237624192, 0.08545474270528555, 1.0024808484999057, -0.6640097360347609, -0.5240538522972448, 0.7997588695839617, 0.26177567323001494, 0.0005106764272853352, 0.00027088613302798015, 0.0003675952725083381, 8.934735809660028, 9.87037944897863, 9.576223275745958, 8.511004285928177, 8.383060206163126, 8.367777990277682, 0.0022691609321679822, 0.00033688109154278185, 0.0011014580933910935, 29.559150226713367, 2.881552713032346, 10.267670911844846, 9.049235671175126, 7.236427928840661, 8.061354472312148, 0.0025478894673746756, 0.0005748120403511568, 0.0012111836492887267, 12.842608090984516, 11.666782792085067, 8.789151948535473, 8.752621050407246, 8.327180938035676, 8.14702986447725, 2
0.2933371881020445, 0.5160173500235509, -0.246450979721725, -2.413399066678595, 1.0378132869105403, -0.7964199602742675, 0.7668822961391116, 1.8957240784521938, 3.5193838623733327, -0.23634728651879777, -0.08873782142438624, 1.6235207624827115, 0.002115276850326718, 0.0005628131497871061, 0.0009309499122523192, 19.287309229977105, 11.486418672935743, 10.496081509937605, 8.732042793370272, 8.154838745292329, 8.1829044644862, 0.0008941858759199668, 0.0007603990223966024, 0.0006059884494598169, 13.507793498280227, 22.97389765276244, 11.615855579456074, 8.707266872146835, 8.70049819970947, 8.338554951536608, 0.0005109881822127618, 0.00025244921235106037, 0.00045078929687162965, 5.3749000081071765, 11.50881152790764, 8.843873041989177, 8.366308269769558, 8.327406205254997, 8.24061342572734, 2
-0.03895349036011742, 0.6274373820538953, -0.1582283459692365, 0.0731189754563533, -1.7929313527666675, 0.02612294116085098, -0.6060018826756105, 0.21653335549515126, -2.5038492783510646, -0.45563325756317186, -0.7935021049349764, 0.058424928029881674, 0.00032164185553603823, 0.00017085659751650849, 0.00041304700758192374, 0.9657548127276129, 13.818512525273816, 9.475574331451272, 7.091346135023198, 8.551774974479807, 8.161526594521343, 0.00034298421510110415, 0.00037211873999172795, 0.0004442205569267506, 1.63687614819316, 16.28793976968834, 11.479453903670583, 7.386678727138423, 8.62999945516693, 8.247280416634894, 5.377551462096262e-05, 0.0007200585714167047, 0.00031530616788634454, 0.6288669486809844, 11.704040627788698, 9.838986424056293, 7.049020094954981, 8.055984238220223, 8.049206126764814, 2
-0.0599943123984398, 0.633514482287365, -0.15792660063343483, -0.2961121121306345, -5.300140784203893, 0.5327147270071226, 4.4167911844049215, -0.03345666345572511, -3.357798042906144, -1.1546745502571119, 0.5412951416734069, -0.43917696397637673, 0.0003782530456293413, 0.001731507379014869, 0.0008152048758944706, 3.0627793536564156, 37.57677098886628, 12.042156411597782, 7.76396430712745, 8.568525398467948, 8.239373746089942, 0.001673344474626433, 0.0014794223605489568, 0.0006883404221029344, 6.624849892074335, 15.344290290850179, 8.891866291271166, 8.368712773216771, 8.255209729733224, 8.306509466694758, 0.00032820104646924737, 0.001712531642570344, 0.0009602935636463816, 3.479238099802986, 36.96136722307658, 12.865124369121574, 7.9805653750728585, 8.684228662512929, 8.284792434819014, 2
-0.10284181055699353, 0.7888352149513116, -0.3507363332954029, -0.04797131279772797, 1.2154063027354347, 0.01587401193972081, 4.441104577581373, -0.15274832403670752, -0.19731822209835045, 1.3639736272068004, 2.0073304599333786, 0.8399318154433143, 0.0016142299227823338, 0.0013149368462247474, 0.0010928123643994506, 3.163276664662146, 18.22363083968177, 10.88730689028136, 7.840016996130348, 8.573880607183423, 8.213503537953093, 0.0005684786828207297, 0.0007988654912278677, 0.0005896454394629386, 1.1177728865192806, 13.317646270427872, 12.029810363157516, 7.391449847785738, 8.615368921173587, 8.233523822689795, 0.0011884679727532175, 5.161256286780424e-05, 0.0005481387912494469, 0.7438942672745537, 19.56005067355312, 11.701227404489739, 7.108521013206209, 8.72483394289791, 8.041328721613343, 2
0.06600672386448014, 0.6718629760093083, 0.13797552925587867, 0.11213339679899863, 0.07958933192323736, -0.026109438346582928, 0.17731162175364473, -0.3612447572719831, 2.3161313596288235, -0.18024067807513675, 0.39642259902795196, 0.3539724663893004, 0.00042936797704579236, 0.0016756907024946409, 0.0007460130442587128, 1.4200090881809566, 19.201180434411594, 9.861566402543813, 7.082320679195126, 8.636727649402058, 8.200084546299868, 0.0007519763140180949, 0.0003806121526155978, 0.0003729809462549622, 2.294248113153453, 22.381651336257853, 7.577896458568958, 7.819551085005616, 8.890582625940851, 8.10567975213164, 0.00103838160664004, 0.0002611659692240118, 0.000751533435979861, 0.5577833120555452, 8.393447435084573, 7.5745538704754685, 6.711445543967734, 8.318517951167125, 7.893947064294292, 2
